1, 16
2, 16
3, 16
4, 16
5, 16
6, 13
7, 13
8, 13
9, 13
10, 13
11, 15
12, 15
13, 15
14, 15
15, 15
16, 4
17, 4
18, 4
19, 4
20, 4
21, 17
22, 17
23, 17
24, 17
25, 17
26, 17
27, 17
28, 17
29, 17
30, 17
31, 12
32, 12
33, 12
34, 12
35, 12
36, 10
37, 10
38, 10
39, 10
40, 10
41, 3
42, 3
43, 3
44, 3
45, 3
46, 18
47, 18
48, 18
49, 18
50, 18
51, 9
52, 9
53, 9
54, 9
55, 9
56, 3
57, 3
58, 3
59, 3
60, 3
61, 19
62, 19
63, 19
64, 19
65, 19
66, 5
67, 5
68, 5
69, 5
70, 5
71, 7
72, 7
73, 7
74, 7
75, 7
76, 1
77, 1
78, 1
79, 1
80, 1
81, 16
82, 16
83, 16
84, 16
85, 16
86, 8
87, 8
88, 8
89, 8
90, 8
91, 6
92, 6
93, 6
94, 6
95, 6
96, 11
97, 11
98, 11
99, 11
100, 11
101, 2
102, 2
103, 2
104, 2
105, 2
106, 11
107, 11
108, 11
109, 11
110, 11
111, 14
112, 14
113, 14
114, 14
115, 14
116, 12
117, 12
118, 12
119, 12
120, 12
121, 12
122, 12
123, 12
124, 12
125, 12
